2026/02/10,15:53:27,0.03,30.60,44.30
2026/02/10,15:53:32,0.02,30.50,44.30
2026/02/10,15:53:37,0.02,30.60,44.20
2026/02/10,15:53:42,0.08,30.60,44.40
2026/02/10,15:53:47,0.08,30.60,44.30
2026/02/10,15:53:52,0.02,30.60,44.40
2026/02/10,15:53:57,0.02,30.60,44.20
2026/02/10,15:54:02,0.06,30.60,44.40
2026/02/10,15:54:07,0.09,30.60,44.30
2026/02/10,15:54:12,0.02,30.60,44.30
2026/02/10,15:54:17,0.04,30.60,44.00
2026/02/10,15:54:22,0.03,30.50,44.10
2026/02/10,15:54:27,0.07,30.60,44.20
2026/02/10,15:54:32,0.02,30.60,44.30
2026/02/10,15:54:37,0.09,30.50,44.30
2026/02/10,15:54:42,0.01,30.50,44.40
2026/02/10,15:54:52,0.02,30.50,44.50
2026/02/10,19:28:33,0.00,29.00,51.30
2026/02/10,19:28:37,0.06,29.00,51.10
2026/02/10,19:28:47,0.07,29.00,51.10
2026/02/10,19:28:52,0.01,28.90,51.10
2026/02/10,19:28:57,0.02,29.00,51.10
2026/02/10,19:29:02,0.06,29.00,51.10
2026/02/10,19:29:07,0.01,28.90,51.10
2026/02/10,19:29:12,0.07,29.00,51.10
2026/02/10,19:29:17,0.01,28.90,51.20
2026/02/10,19:29:22,0.05,28.90,51.20
2026/02/10,19:29:27,0.01,28.90,51.30
2026/02/10,19:29:32,0.07,29.00,51.40
2026/02/10,19:29:37,0.01,29.00,57.50
2026/02/10,19:29:42,0.01,29.10,53.90
2026/02/10,19:29:47,0.07,29.20,51.80
2026/02/10,19:59:29,0.01,28.90,52.00
2026/02/10,19:59:33,0.02,28.90,51.90
2026/02/10,19:59:38,0.04,29.00,51.90
2026/02/10,19:59:43,0.02,29.10,51.70
2026/02/10,19:59:48,0.05,29.00,51.70
2026/02/10,19:59:53,0.02,29.00,51.60
2026/02/10,19:59:58,0.06,29.10,51.30
2026/02/10,20:00:03,0.02,29.10,51.30
2026/02/10,20:00:08,0.06,29.10,51.30
2026/02/10,20:00:13,0.02,29.00,51.50
2026/02/10,20:00:18,0.07,29.00,51.50
2026/02/10,20:00:23,0.01,29.00,51.60
2026/02/10,20:00:28,0.07,29.00,51.60
2026/02/10,20:00:33,0.02,29.00,51.70
2026/02/10,20:00:38,0.08,29.00,51.60
2026/02/10,20:00:43,0.02,28.90,51.70
2026/02/10,20:00:48,0.05,28.90,51.80
2026/02/10,20:00:53,0.05,28.90,51.80
2026/02/10,20:00:58,0.02,28.90,51.90
2026/02/10,20:01:04,0.04,28.90,51.80
2026/02/10,20:01:09,0.08,28.80,51.90
2026/02/10,20:01:14,0.03,28.90,51.90
2026/02/10,20:01:19,0.02,28.90,52.00
2026/02/10,20:01:24,0.02,28.90,52.00
2026/02/10,20:01:29,0.06,28.80,52.10
2026/02/10,20:01:34,0.05,28.90,52.10
2026/02/10,20:01:39,.02,28.90,52.00
2026/02/10,20:01:44,0.08,28.90,52.00
2026/02/10,20:01:49,0.02,28.90,52.00
2026/02/10,20:01:54,0.03,28.90,51.90
2026/02/10,20:01:59,0.05,28.90,52.00
2026/02/10,20:02:04,0.02,28.90,51.90
2026/02/10,20:02:09,0.07,28.90,51.90
2026/02/10,20:02:14,0.02,28.90,51.80
2026/02/10,20:02:19,0.03,28.90,51.90
2026/02/10,20:02:24,0.07,28.90,51.90
2026/02/10,20:02:29,0.01,28.80,52.10
2026/02/10,20:02:34,0.07,28.90,52.00
2026/02/10,20:02:39,0.02,28.80,52.10
2026/02/10,20:02:44,0.05,28.80,52.10
2026/02/10,20:02:54,0.08,28.80,52.20
2026/02/10,20:02:59,0.01,28.80,52.10
2026/02/10,20:03:04,0.07,28.70,52.20
2026/02/10,20:03:09,0.02,28.70,52.30
2026/02/10,20:03:14,0.08,28.70,52.30
2026/02/10,20:03:19,0.01,28.70,52.40
2026/02/10,20:03:24,0.04,28.70,52.40
2026/02/10,20:03:29,0.06,28.70,52.30
2026/02/10,20:03:34,0.02,28.70,52.30
