2026/02/11,20:21:25,0.07,28.90,49.70
2026/02/11,20:21:29,0.07,28.90,49.90
2026/02/11,20:21:34,0.07,28.90,50.10
2026/02/11,20:21:39,0.07,28.90,50.30
2026/02/11,20:21:44,0.07,28.90,50.10
2026/02/11,20:21:49,0.07,29.00,50.20
2026/02/11,20:21:54,0.07,28.90,50.00
2026/02/11,20:21:59,0.07,28.90,49.90
2026/02/11,20:22:04,0.07,29.00,49.90
2026/02/11,20:22:09,0.07,29.00,49.80
2026/02/11,20:22:14,0.07,29.00,49.70
